date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:12:59	52153/52153	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:12:54%20GMT	http://www.carquefou-football.com/le-club/inscriptions-reinscriptions.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/le-club/inscriptions-reinscriptions.html	(from http://www.carquefou-football.com/)
17:13:01	41934/41934	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:12:55%20GMT	http://www.carquefou-football.com/post-formation/seniors-b.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/post-formation/seniors-b.html	(from http://www.carquefou-football.com/)
17:13:01	40414/40414	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:12:56%20GMT	http://www.carquefou-football.com/formation/u17-u16.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/formation/u17-u16.html	(from http://www.carquefou-football.com/)
17:13:02	29265/29265	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:12:58%20GMT	http://www.carquefou-football.com/preformation/u15-u14.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/preformation/u15-u14.html	(from http://www.carquefou-football.com/)
17:13:05	50734/50734	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:00%20GMT	http://www.carquefou-football.com/preformation/u12-u13.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/preformation/u12-u13.html	(from http://www.carquefou-football.com/)
17:13:06	30778/30778	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:02%20GMT	http://www.carquefou-football.com/animation/u10-u11.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/animation/u10-u11.html	(from http://www.carquefou-football.com/)
17:13:06	29873/29873	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:03%20GMT	http://www.carquefou-football.com/animation/u7-u8-u9.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/animation/u7-u8-u9.html	(from http://www.carquefou-football.com/)
17:13:07	30375/30375	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:03%20GMT	http://www.carquefou-football.com/2014-08-19-07-30-34/loisirs.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/2014-08-19-07-30-34/loisirs.html	(from http://www.carquefou-football.com/)
17:13:09	29572/29572	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:06%20GMT	http://www.carquefou-football.com/2014-08-19-07-30-34/veterans-a.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/2014-08-19-07-30-34/veterans-a.html	(from http://www.carquefou-football.com/)
17:13:10	29632/29632	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:07%20GMT	http://www.carquefou-football.com/2014-08-19-07-30-34/veterans-b.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/2014-08-19-07-30-34/veterans-b.html	(from http://www.carquefou-football.com/)
17:13:11	30572/30572	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:07%20GMT	http://www.carquefou-football.com/arbitrage.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/arbitrage.html	(from http://www.carquefou-football.com/)
17:13:11	28233/28233	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:08%20GMT	http://www.carquefou-football.com/arbitrage/delegue-de-terrain.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/arbitrage/delegue-de-terrain.html	(from http://www.carquefou-football.com/)
17:13:12	28316/28316	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:10%20GMT	http://www.carquefou-football.com/arbitrage/remplir-une-feuille-de-match.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/arbitrage/remplir-une-feuille-de-match.html	(from http://www.carquefou-football.com/)
17:13:13	30364/30364	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:11%20GMT	http://www.carquefou-football.com/2015-10-20-15-03-56.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/2015-10-20-15-03-56.html	(from http://www.carquefou-football.com/)
17:13:15	28308/28308	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:13%20GMT	http://www.carquefou-football.com/2015-10-20-15-03-56/maladie-de-sever.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/2015-10-20-15-03-56/maladie-de-sever.html	(from http://www.carquefou-football.com/)
17:13:16	28228/28228	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:13%20GMT	http://www.carquefou-football.com/2015-10-20-15-03-56/osgood.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/2015-10-20-15-03-56/osgood.html	(from http://www.carquefou-football.com/)
17:13:17	34848/34848	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:14%20GMT	http://www.carquefou-football.com/tournoi.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/tournoi.html	(from http://www.carquefou-football.com/)
17:13:18	31402/31402	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:15%20GMT	http://www.carquefou-football.com/convocations/seniors.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/convocations/seniors.html	(from http://www.carquefou-football.com/)
17:13:20	34673/34673	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:16%20GMT	http://www.carquefou-football.com/convocations/u18-u19.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/convocations/u18-u19.html	(from http://www.carquefou-football.com/)
17:13:21	34301/34301	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:18%20GMT	http://www.carquefou-football.com/convocations/u16-u17.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/convocations/u16-u17.html	(from http://www.carquefou-football.com/)
17:13:22	36691/36691	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:19%20GMT	http://www.carquefou-football.com/convocations/u14-u15.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/convocations/u14-u15.html	(from http://www.carquefou-football.com/)
17:13:24	36033/36033	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:20%20GMT	http://www.carquefou-football.com/convocations/u12-u13.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/convocations/u12-u13.html	(from http://www.carquefou-football.com/)
17:13:27	44249/44249	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:21%20GMT	http://www.carquefou-football.com/convocations/u10-u11.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/convocations/u10-u11.html	(from http://www.carquefou-football.com/)
17:13:28	39047/39047	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:23%20GMT	http://www.carquefou-football.com/convocations/u7-u8-u9.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/convocations/u7-u8-u9.html	(from http://www.carquefou-football.com/)
17:13:28	0/0	---MC-	303	error ('See%20other')	text/html	date:Tue,%2031%20Jan%202017%2016:13:27%20GMT	http://www.carquefou-football.com/component/banners/click/22.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/22.32.delayed	(from http://www.carquefou-football.com/)
17:13:29	43803/43803	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:24%20GMT	http://www.carquefou-football.com/stages.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/stages.html	(from http://www.carquefou-football.com/)
17:13:29	39049/39049	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:25%20GMT	http://www.carquefou-football.com/pole-regional-excellence.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/pole-regional-excellence.html	(from http://www.carquefou-football.com/)
17:13:30	0/0	---MC-	303	error ('See%20other')	text/html	date:Tue,%2031%20Jan%202017%2016:13:29%20GMT	http://www.carquefou-football.com/component/banners/click/11.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/11.34.delayed	(from http://www.carquefou-football.com/)
17:13:30	31477/31477	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:28%20GMT	http://www.carquefou-football.com/liens-vers-la-boutique.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/liens-vers-la-boutique.html	(from http://www.carquefou-football.com/)
17:13:32	29173/29173	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:30%20GMT	http://www.carquefou-football.com/lien-vers-devenir-partenaire.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/lien-vers-devenir-partenaire.html	(from http://www.carquefou-football.com/)
17:13:33	0/0	---MC-	303	error ('See%20other')	text/html	date:Tue,%2031%20Jan%202017%2016:13:32%20GMT	http://www.carquefou-football.com/component/banners/click/7.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/7.html	(from http://www.carquefou-football.com/devenir-partenaire.html)
17:13:33	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/22.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/22.39.delayed	(from http://www.carquefou-football.com/devenir-partenaire.html)
17:13:33	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/11.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/11.3a.delayed	(from http://www.carquefou-football.com/devenir-partenaire.html)
17:13:34	0/0	---MC-	303	error ('See%20other')	text/html	date:Tue,%2031%20Jan%202017%2016:13:33%20GMT	http://www.carquefou-football.com/component/banners/click/7.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/7.html	(from http://www.carquefou-football.com/contact.html)
17:13:34	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/22.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/22.3c.delayed	(from http://www.carquefou-football.com/contact.html)
17:13:34	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/11.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/11.3d.delayed	(from http://www.carquefou-football.com/contact.html)
17:13:34	43502/43502	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:31%20GMT	http://www.carquefou-football.com/mentions-legales.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/mentions-legales.html	(from http://www.carquefou-football.com/)
17:13:34	30242/30242	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:32%20GMT	http://www.carquefou-football.com/staff.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/staff.html	(from http://www.carquefou-football.com/)
17:13:34	0/0	---MC-	303	error ('See%20other')	text/html	date:Tue,%2031%20Jan%202017%2016:13:34%20GMT	http://www.carquefou-football.com/component/banners/click/7.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/7.html	(from http://www.carquefou-football.com/la-boutique.html)
17:13:34	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/22.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/22.3f.delayed	(from http://www.carquefou-football.com/la-boutique.html)
17:13:34	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/11.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/11.40.delayed	(from http://www.carquefou-football.com/la-boutique.html)
17:13:36	0/0	---MC-	303	error ('See%20other')	text/html	date:Tue,%2031%20Jan%202017%2016:13:35%20GMT	http://www.carquefou-football.com/component/banners/click/7.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/7.html	(from http://www.carquefou-football.com/le-club/actualites/1375-ag2016retour.html)
17:13:36	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/22.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/22.43.delayed	(from http://www.carquefou-football.com/le-club/actualites/1375-ag2016retour.html)
17:13:36	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/11.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/11.44.delayed	(from http://www.carquefou-football.com/le-club/actualites/1375-ag2016retour.html)
17:13:36	34000/34000	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:35%20GMT	http://www.carquefou-football.com/index.php	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/index-2.html	(from http://www.carquefou-football.com/component/jce/?view=popup&tmpl=component)
17:13:36	0/0	---MC-	303	error ('See%20other')	text/html	date:Tue,%2031%20Jan%202017%2016:13:36%20GMT	http://www.carquefou-football.com/component/banners/click/7.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/7.html	(from http://www.carquefou-football.com/le-club/actualites/1379-voeux2017.html)
17:13:36	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/22.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/22.46.delayed	(from http://www.carquefou-football.com/le-club/actualites/1379-voeux2017.html)
17:13:36	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/11.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/11.47.delayed	(from http://www.carquefou-football.com/le-club/actualites/1379-voeux2017.html)
17:13:37	0/0	---MC-	303	error ('See%20other')	text/html	date:Tue,%2031%20Jan%202017%2016:13:36%20GMT	http://www.carquefou-football.com/component/banners/click/7.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/7.html	(from http://www.carquefou-football.com/le-club/actualites/1377-bureau20162017.html)
17:13:37	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/22.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/22.49.delayed	(from http://www.carquefou-football.com/le-club/actualites/1377-bureau20162017.html)
17:13:37	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/11.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/11.4a.delayed	(from http://www.carquefou-football.com/le-club/actualites/1377-bureau20162017.html)
17:13:37	0/0	---MC-	303	error ('See%20other')	text/html	date:Tue,%2031%20Jan%202017%2016:13:37%20GMT	http://www.carquefou-football.com/component/banners/click/7.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/7.html	(from http://www.carquefou-football.com/le-club/actualites/1371-ag2016.html)
17:13:37	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/22.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/22.4c.delayed	(from http://www.carquefou-football.com/le-club/actualites/1371-ag2016.html)
17:13:37	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/11.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/11.4d.delayed	(from http://www.carquefou-football.com/le-club/actualites/1371-ag2016.html)
17:13:37	0/0	---MC-	303	error ('See%20other')	text/html	date:Tue,%2031%20Jan%202017%2016:13:37%20GMT	http://www.carquefou-football.com/component/banners/click/7.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/7.html	(from http://www.carquefou-football.com/le-club/actualites/1373-gambardellafctours.html)
17:13:37	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/22.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/22.4f.delayed	(from http://www.carquefou-football.com/le-club/actualites/1373-gambardellafctours.html)
17:13:37	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/11.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/11.50.delayed	(from http://www.carquefou-football.com/le-club/actualites/1373-gambardellafctours.html)
17:13:38	0/0	---MC-	303	error ('See%20other')	text/html	date:Tue,%2031%20Jan%202017%2016:13:37%20GMT	http://www.carquefou-football.com/component/banners/click/7.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/7.html	(from http://www.carquefou-football.com/le-club/actualites/1365-info-feuille-de-match.html)
17:13:38	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/22.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/22.52.delayed	(from http://www.carquefou-football.com/le-club/actualites/1365-info-feuille-de-match.html)
17:13:38	0/-1	---M--	303	error ('')			http://www.carquefou-football.com/component/banners/click/11.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/component/banners/click/11.53.delayed	(from http://www.carquefou-football.com/le-club/actualites/1365-info-feuille-de-match.html)
17:13:38	13762/13762	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2031%20Jan%202017%2016:13:38%20GMT	http://www.carquefou-football.com/le-club/actualites.feed?type=rss	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/le-club/actualitesdcab.feed	(from http://www.carquefou-football.com/le-club/actualites.html)
17:13:38	29061/29061	---MC-	200	added ('OK')	application/atom+xml	date:Tue,%2031%20Jan%202017%2016:13:38%20GMT	http://www.carquefou-football.com/le-club/actualites.feed?type=atom	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/le-club/actualitesb550.feed	(from http://www.carquefou-football.com/le-club/actualites.html)
17:13:45	86312/86312	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:39%20GMT	http://www.carquefou-football.com/le-club/actualites/1313-galette2016.html	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/le-club/actualites/1313-galette2016.html	(from http://www.carquefou-football.com/le-club/actualites.html)
17:13:45	41315/41315	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:40%20GMT	http://www.carquefou-football.com/le-club/actualites.html?start=20	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/le-club/actualites5a94.html	(from http://www.carquefou-football.com/le-club/actualites.html)
17:13:46	43134/43134	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:41%20GMT	http://www.carquefou-football.com/le-club/actualites.html?start=40	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/le-club/actualites4abd.html	(from http://www.carquefou-football.com/le-club/actualites.html)
17:13:47	46088/46088	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:43%20GMT	http://www.carquefou-football.com/le-club/actualites.html?start=60	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/le-club/actualitesc61e.html	(from http://www.carquefou-football.com/le-club/actualites.html)
17:13:49	53981/53981	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:46%20GMT	http://www.carquefou-football.com/le-club/actualites.html?start=80	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/le-club/actualites4c62.html	(from http://www.carquefou-football.com/le-club/actualites.html)
17:13:52	50089/50089	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:13:48%20GMT	http://www.carquefou-football.com/le-club/actualites.html?start=100	/Users/jean-philippelegoff/websites/usja/www.carquefou-football.com/le-club/actualites27d2.html	(from http://www.carquefou-football.com/le-club/actualites.html)
